path,sentence,language,clip,duration[ms],duration_seconds,cumulative_duration
clips/common_voice_en_38675998.mp3,"The earliest meaning found in the Upanishads is ""conqueror of all miseries"".",English,common_voice_en_38675998.mp3,9648,9.648,1063.5839999999998
clips/common_voice_en_38371303.mp3,He currently serves as the special instructor of player development for the Milwaukee Brewers.,English,common_voice_en_38371303.mp3,9648,9.648,1073.2319999999997
clips/common_voice_en_38694999.mp3,"It later appeared in his short story collection ""Flappers and Philosophers"".",English,common_voice_en_38694999.mp3,9648,9.648,1082.8799999999997
clips/common_voice_en_38064106.mp3,"Billy Bob Thornton's character, Big George Drakoulias, is named for record producer George Drakoulias.",English,common_voice_en_38064106.mp3,9648,9.648,1092.5279999999996
clips/common_voice_en_38851921.mp3,As a non-ministerial government department it is operationally independent of central government.,English,common_voice_en_38851921.mp3,9648,9.648,1102.1759999999995
clips/common_voice_en_38029408.mp3,Modern shells are usually made of carbon-fibre reinforced plastic in a honeycomb structure.,English,common_voice_en_38029408.mp3,9648,9.648,1111.8239999999994
clips/common_voice_en_38057689.mp3,Symptoms include liver and kidney disturbances and intellectual disability.,English,common_voice_en_38057689.mp3,9648,9.648,1121.4719999999993
clips/common_voice_en_38552199.mp3,"A pragmatic social democrat, Hook sometimes cooperated with conservatives, particularly in opposing communism.",English,common_voice_en_38552199.mp3,9648,9.648,1131.1199999999992
clips/common_voice_en_38346618.mp3,The octave melody's dotted rhythms and the continuous accompaniment give an impression of tension.,English,common_voice_en_38346618.mp3,9576,9.576,1140.6959999999992
clips/common_voice_en_38667569.mp3,"The river upstream of the bay supports populations of salmon, steelhead, and cutthroat trout.",English,common_voice_en_38667569.mp3,9576,9.576,1150.2719999999993
clips/common_voice_en_38029431.mp3,Some ultra-realistic groups require the magazines to be weighted equivalent to the replicated firearm.,English,common_voice_en_38029431.mp3,9576,9.576,1159.8479999999993
clips/common_voice_en_38510977.mp3,The southeastern shoulders of Camelsfoot Peak overlook the town of Lillooet.,English,common_voice_en_38510977.mp3,9576,9.576,1169.4239999999993
clips/common_voice_en_38694670.mp3,"She later became an investigative journalist, and exposed abuses in the prison system.",English,common_voice_en_38694670.mp3,9576,9.576,1178.9999999999993
clips/common_voice_en_38068266.mp3,She regularly presents her ideas and proposals in French and American newspapers.,English,common_voice_en_38068266.mp3,9576,9.576,1188.5759999999993
clips/common_voice_en_38220584.mp3,Each state in Australia has its own environmental protection legislation and corresponding agencies.,English,common_voice_en_38220584.mp3,9576,9.576,1198.1519999999994
clips/common_voice_en_38571644.mp3,"Benton in Grafton County bears the name of Fremont's father-in-law, Senator Thomas Hart Benton.",English,common_voice_en_38571644.mp3,9576,9.576,1207.7279999999994
clips/common_voice_en_38542730.mp3,A workable strategy for building smart money capital can be specialization in specific sectors.,English,common_voice_en_38542730.mp3,9576,9.576,1217.3039999999994
clips/common_voice_en_38251780.mp3,Folsom is home to two of the Ridley School District's nine schools.,English,common_voice_en_38251780.mp3,9540,9.54,1226.8439999999994
clips/common_voice_en_38114847.mp3,Ginn also was an early leader in environmental preservation issues in Georgia.,English,common_voice_en_38114847.mp3,9540,9.54,1236.3839999999993
clips/common_voice_en_38155505.mp3,"Some rocks found at the preserve include: Greenstone, Chert, Serpentinite, Sandstone.",English,common_voice_en_38155505.mp3,9540,9.54,1245.9239999999993
clips/common_voice_en_38235218.mp3,"The next appearance, Hutton scored again, as Tottenham Hotspur lost to Bolton Wanderers.",English,common_voice_en_38235218.mp3,9540,9.54,1255.4639999999993
clips/common_voice_en_38337511.mp3,This was the heaviest single loss suffered by the Hungarians during the Yugoslav campaign.,English,common_voice_en_38337511.mp3,9540,9.54,1265.0039999999992
clips/common_voice_en_38547458.mp3,"He eventually began utilizing more electronics, and currently works primarily with laptop and synthesizers.",English,common_voice_en_38547458.mp3,9504,9.504,1274.5079999999991
clips/common_voice_en_38160778.mp3,"Overall, the carbonyl group is oxidized, and the hydrogen peroxide is reduced.",English,common_voice_en_38160778.mp3,9504,9.504,1284.011999999999
clips/common_voice_en_38557230.mp3,"Styles in a non-title match, which ended in a no-contest due to outside interference.",English,common_voice_en_38557230.mp3,9504,9.504,1293.515999999999
clips/common_voice_en_38026682.mp3,Ochoa has presented numerous papers at technical conferences and in scientific journals.,English,common_voice_en_38026682.mp3,9468,9.468,1302.983999999999
clips/common_voice_en_38800069.mp3,"This is not King Hyperion, or Supreme Power Hyperion, this is not Gruenwald's Hyperion.",English,common_voice_en_38800069.mp3,9468,9.468,1312.451999999999
clips/common_voice_en_38111760.mp3,"Some services extended to Burton upon Trent, Matlock, Barnsley, Leeds, York and Scarborough.",English,common_voice_en_38111760.mp3,9468,9.468,1321.9199999999992
clips/common_voice_en_38235191.mp3,"The restored Presidio and mission are in the present day city of Sonoma, California.",English,common_voice_en_38235191.mp3,9468,9.468,1331.3879999999992
clips/common_voice_en_38552202.mp3,"Carbohydrates such as trehalose and glucose, as well as proline and ""tert""-butanol, are kosmotropes.",English,common_voice_en_38552202.mp3,9468,9.468,1340.8559999999993
clips/common_voice_en_38366813.mp3,"Over time, reaction wheels may build up stored momentum that needs to be cancelled.",English,common_voice_en_38366813.mp3,9468,9.468,1350.3239999999994
clips/common_voice_en_38856398.mp3,The biggest collection of showrooms is a car showroom in Istanbul called Autopia Europia.,English,common_voice_en_38856398.mp3,9468,9.468,1359.7919999999995
clips/common_voice_en_38235264.mp3,Democrats Sheirl Fletcher and Billy Hendricks challenged Rockefeller in the primary but were defeated.,English,common_voice_en_38235264.mp3,9468,9.468,1369.2599999999995
clips/common_voice_en_38153241.mp3,"The current ""roshei yeshiva"" are Rabbi Dovid Cohen and Rabbi Yosef Chevroni.",English,common_voice_en_38153241.mp3,9468,9.468,1378.7279999999996
clips/common_voice_en_38737505.mp3,"Prairie Public Television is carried on most cable systems in southern Manitoba, including Winnipeg.",English,common_voice_en_38737505.mp3,9432,9.432,1388.1599999999996
clips/common_voice_en_38383650.mp3,"They are not pastors or branch presidents, but financial officers and ministers of stewardship.",English,common_voice_en_38383650.mp3,9432,9.432,1397.5919999999996
clips/common_voice_en_38033906.mp3,"By Marpessa, Idas had one daughter named Cleopatra Alcyone who married Meleager.",English,common_voice_en_38033906.mp3,9432,9.432,1407.0239999999997
clips/common_voice_en_38033420.mp3,"Butt Grocery Store on the ground floor of her family home in Kerrville, Texas.",English,common_voice_en_38033420.mp3,9432,9.432,1416.4559999999997
clips/common_voice_en_38734511.mp3,"They are primarily riding horses, and are selectively bred for dressage and show jumping.",English,common_voice_en_38734511.mp3,9396,9.396,1425.8519999999996
clips/common_voice_en_38571100.mp3,"Fossil faunal and floral assemblages, both marine and terrestrial, make for distinctive marker horizons.",English,common_voice_en_38571100.mp3,9396,9.396,1435.2479999999996
clips/common_voice_en_38229408.mp3,"The black-and-white video depicts a sad Shakira, with tears rolling down her face.",English,common_voice_en_38229408.mp3,9396,9.396,1444.6439999999996
clips/common_voice_en_38825221.mp3,"Examples of terminal symbols include alphanumeric characters, punctuation marks, and whitespace characters.",English,common_voice_en_38825221.mp3,9396,9.396,1454.0399999999995
clips/common_voice_en_38033937.mp3,"During her diving career, Montminy trained at Pointe-Claire Diving Club in Pointe-Claire, Quebec.",English,common_voice_en_38033937.mp3,9396,9.396,1463.4359999999995
clips/common_voice_en_39112026.mp3,This representation of a historical period is heavily fictionalised for the purposes of entertainment.,English,common_voice_en_39112026.mp3,9396,9.396,1472.8319999999994
clips/common_voice_en_38676135.mp3,Al-Arsuzi's definition of language is in contrast to that of Socrates and other thinkers.,English,common_voice_en_38676135.mp3,9396,9.396,1482.2279999999994
clips/common_voice_en_38033795.mp3,"Pain petri was featured in ""The Encyclopedia of Jewish Food"" by Rabbi Gil Marks.",English,common_voice_en_38033795.mp3,9396,9.396,1491.6239999999993
clips/common_voice_en_38318800.mp3,The site of Tanais was occupied long before the Milesians founded an emporium there.,English,common_voice_en_38318800.mp3,9396,9.396,1501.0199999999993
clips/common_voice_en_38690610.mp3,Third-party firewall and antivirus software can also be monitored from Security Center.,English,common_voice_en_38690610.mp3,9396,9.396,1510.4159999999993
clips/common_voice_en_38681935.mp3,Richard Exon (narrator) defends the life and birthright of Lady Elizabeth Virgil.,English,common_voice_en_38681935.mp3,9396,9.396,1519.8119999999992
clips/common_voice_en_38682000.mp3,"It operates services to remote destinations in Venezuela, including tourist attractions.",English,common_voice_en_38682000.mp3,9396,9.396,1529.2079999999992
clips/common_voice_en_39585234.mp3,"However, individuals widely recognized as dialecticians exist outside of Marxism.",English,common_voice_en_39585234.mp3,9396,9.396,1538.6039999999991
clips/common_voice_en_38084542.mp3,"Between each essay, or track, is an ""interlude""-a short, entertaining blurb linking the essays.",English,common_voice_en_38084542.mp3,9396,9.396,1547.999999999999
clips/common_voice_en_38674174.mp3,Heidi Ewing and Rachel Grady serve as executive producers under their Loki Films banner.,English,common_voice_en_38674174.mp3,9360,9.36,1557.359999999999
clips/common_voice_en_38083329.mp3,This Masters programme also has professional accreditation from the Institute of Economic Development.,English,common_voice_en_38083329.mp3,9360,9.36,1566.719999999999
clips/common_voice_en_38084517.mp3,An alternative to the earth-to-air heat exchanger is the earth-to-water heat exchanger.,English,common_voice_en_38084517.mp3,9360,9.36,1576.0799999999988
clips/common_voice_en_38099478.mp3,Cook's experience with managing huge databases proved helpful in driving innovation within the industry.,English,common_voice_en_38099478.mp3,9360,9.36,1585.4399999999987
clips/common_voice_en_38237656.mp3,"He exposes his vulnerability during an encounter with Virginia, the Otis's fifteen-year-old daughter.",English,common_voice_en_38237656.mp3,9360,9.36,1594.7999999999986
clips/common_voice_en_38084783.mp3,Eddie Graham held the championship on seven occasions with various partners.,English,common_voice_en_38084783.mp3,9360,9.36,1604.1599999999985
clips/common_voice_en_38686351.mp3,"By this time, however, cable television had gained significant penetration in the Louisville area.",English,common_voice_en_38686351.mp3,9360,9.36,1613.5199999999984
clips/common_voice_en_38812988.mp3,"Soon after ""Skyscraper""'s release, Billy Sheehan left Roth's band due to musical differences.",English,common_voice_en_38812988.mp3,9360,9.36,1622.8799999999983
clips/common_voice_en_38731661.mp3,"Other features include an art show, a dealer's room, and an autograph reception.",English,common_voice_en_38731661.mp3,9360,9.36,1632.2399999999982
clips/common_voice_en_38676030.mp3,"Wang, and President Jim Wong, both resigned due to the company's poor financial performance.",English,common_voice_en_38676030.mp3,9324,9.324,1641.5639999999983
clips/common_voice_en_38069707.mp3,Patients with such mutations are congenitally insensitive to pain and lack other neuropathies.,English,common_voice_en_38069707.mp3,9324,9.324,1650.8879999999983
clips/common_voice_en_38555792.mp3,"Mann developed comedy routines about typical Indian issues such as politics, business and sport.",English,common_voice_en_38555792.mp3,9324,9.324,1660.2119999999984
clips/common_voice_en_39148882.mp3,It is a rail transit point and a border checkpoint on the India-Bangladesh border.,English,common_voice_en_39148882.mp3,9324,9.324,1669.5359999999985
